         77557986 function calls (17870 primitive calls) in 18.818 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.104    0.104 /opt/conda/lib/python3.10/site-packages/kafka/consumer/fetcher.py:218(_reset_offset)
        2    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/client_async.py:939(_clear_wake_fd)
        4    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/enum.py:359(__call__)
        5    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/selectors.py:70(__getitem__)
       30    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/record/legacy_records.py:163(compression_type)
        6    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/logging/__init__.py:1710(getEffectiveLevel)
        5    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/protocol/parser.py:40(_next_correlation_id)
       21    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
       26    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/protocol/frame.py:23(tell)
        2    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/encodings/idna.py:145(encode)
        3    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/client_async.py:483(is_ready)
        7    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/logging/__init__.py:219(_acquireLock)
        7    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/metrics/stats/max_stat.py:8(__init__)
        2    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/conn.py:1435(get_ip_port_afi)
       12    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/threading.py:267(__exit__)
       32    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       42    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/metrics/metrics.py:74(config)
        9    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/future.py:57(add_errback)
       34    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/metrics/stats/avg.py:10(__init__)
        4    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/errors.py:514(for_code)
        8    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/metrics/stats/rate.py:108(__init__)
        2    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/client_async.py:929(wakeup)
       14    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/consumer/subscription_state.py:313(partitions_auto_assigned)
        4    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/enum.py:678(__new__)
        3    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/cluster.py:83(brokers)
        3    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/traitlets/traitlets.py:692(__get__)
        6    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/logging/__init__.py:1532(log)
       16    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/conn.py:1137(<lambda>)
        4    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/socket.py:99(_intenum_converter)
       16    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       30    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/metrics/metric_name.py:67(group)
       30    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/record/legacy_records.py:325(headers)
       12    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/coordinator/consumer.py:258(poll)
       30    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/record/legacy_records.py:297(offset)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/coordinator/consumer.py:159(_handle_metadata_update)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/consumer/subscription_state.py:233(assign_from_subscribed)
       18    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        2    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/consumer/fetcher.py:919(__init__)
        5    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/protocol/parser.py:74(send_bytes)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/conn.py:886(_update_reconnect_backoff)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/socket.py:494(_real_close)
       20    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
       30    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/record/legacy_records.py:301(timestamp)
       30    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/metrics/metric_name.py:63(name)
       11    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/consumer/subscription_state.py:393(_get_position)
        2    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/protocol/types.py:108(decode)
       12    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.RLock' objects}
       30    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/record/legacy_records.py:307(timestamp_type)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/codecs.py:186(__init__)
        7    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/logging/__init__.py:228(_releaseLock)
       30    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/record/legacy_records.py:329(checksum)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/random.py:546(uniform)
        2    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        7    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/logging/__init__.py:1307(disable)
        8    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/protocol/frame.py:20(seek)
        3    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/IPython/core/interactiveshell.py:1227(user_global_ns)
        4    0.000    0.000    0.000    0.000 {built-in method _socket.inet_pton}
        1    0.000    0.000    0.104    0.104 /opt/conda/lib/python3.10/site-packages/kafka/consumer/fetcher.py:159(update_fetch_positions)
        2    0.000    0.000    0.001    0.000 /opt/conda/lib/python3.10/site-packages/kafka/conn.py:320(_next_afi_sockaddr)
        3    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/conn.py:878(disconnected)
        2    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/consumer/fetcher.py:758(<listcomp>)
        3    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/protocol/types.py:75(decode)
        7    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/client_async.py:754(<listcomp>)
        4    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/cluster.py:91(broker_metadata)
        3    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/future.py:39(failure)
        4    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/conn.py:882(_reset_reconnect_backoff)
        2    0.000    0.000    0.001    0.000 /opt/conda/lib/python3.10/site-packages/kafka/conn.py:312(_dns_lookup)
        4    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        6    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/logging/__init__.py:1467(info)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/selectors.py:366(unregister)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/consumer/subscription_state.py:376(__init__)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/json/encoder.py:259(_make_iterencode)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/consumer/fetcher.py:869(__init__)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/cluster.py:106(partitions_for_topic)
        4    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.104    0.104 /opt/conda/lib/python3.10/site-packages/kafka/consumer/group.py:1084(_update_fetch_positions)
        4    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/protocol/types.py:71(encode)
        3    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/consumer/fetcher.py:669(<lambda>)
       10    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/protocol/api.py:46(expect_response)
        9    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/threading.py:553(is_set)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/coordinator/consumer.py:200(_build_metadata_snapshot)
        2    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/conn.py:1510(is_inet_4_or_6)
        9    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
        5    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/selectors.py:273(get_map)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/consumer/fetcher.py:898(take)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/conn.py:898(_close_socket)
        4    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/consumer/subscription_state.py:356(is_assigned)
        4    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/conn.py:841(blacked_out)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/consumer/subscription_state.py:281(seek)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/consumer/fetcher.py:545(on_success)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/consumer/subscription_state.py:371(_add_assigned_partition)
        1    0.000    0.000    0.000    0.000 {method 'unregister' of 'select.epoll' objects}
        6    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/cluster.py:80(is_bootstrap)
        2    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/future.py:19(succeeded)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/consumer/subscription_state.py:405(seek)
        2    0.000    0.000    0.000    0.000 {method 'setblocking' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/consumer/subscription_state.py:349(missing_fetch_positions)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/consumer/fetcher.py:134(reset_offsets_if_needed)
        2    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/socket.py:498(close)
        2    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/record/memory_records.py:92(has_next)
        7    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        6    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/record/memory_records.py:50(size_in_bytes)
        5    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/selectors.py:248(unregister)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/coordinator/consumer.py:184(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/client_async.py:994(is_expired)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/conn.py:903(__del__)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/consumer/subscription_state.py:325(need_offset_reset)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/record/memory_records.py:53(valid_bytes)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/future.py:25(retriable)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/protocol/types.py:131(decode)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/consumer/subscription_state.py:398(await_reset)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/client_async.py:990(remove)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/consumer/fetcher.py:553(on_fail)
        1    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/consumer/fetcher.py:584(<lambda>)
        2    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/consumer/subscription_state.py:340(is_offset_reset_needed)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/client_async.py:843(refresh_done)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/consumer/subscription_state.py:266(group_subscription)
        1    0.000    0.000    0.000    0.000 /opt/conda/lib/python3.10/site-packages/kafka/consumer/group.py:1181(__iter__)


